timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,date
2342,143,311,-9791,3,-2,-6,03/03/2022 11:11:05
2343,186,277,-9743,5,-1,-7,03/03/2022 11:11:05
2344,157,301,-9805,6,-2,-7,03/03/2022 11:11:05
2345,153,287,-9805,5,-1,-7,03/03/2022 11:11:05
2346,148,315,-9786,5,-2,-7,03/03/2022 11:11:05
2347,162,301,-9810,3,-2,-7,03/03/2022 11:11:05
2348,148,291,-9796,3,-1,-6,03/03/2022 11:11:05
2349,157,301,-9772,6,-2,-7,03/03/2022 11:11:05
2350,148,296,-9810,5,-1,-7,03/03/2022 11:11:06
2351,196,287,-9772,2,0,-7,03/03/2022 11:11:06
2352,210,287,-9762,6,-1,-7,03/03/2022 11:11:06
2353,186,296,-9805,6,-2,-7,03/03/2022 11:11:06
2354,181,287,-9743,5,-1,-6,03/03/2022 11:11:06
2355,172,325,-9791,2,-1,-7,03/03/2022 11:11:06
2356,205,267,-9791,3,-3,-7,03/03/2022 11:11:06
2357,133,282,-9753,4,-2,-7,03/03/2022 11:11:06
2358,191,320,-9786,4,-5,-8,03/03/2022 11:11:06
2359,244,296,-9796,1,-2,-6,03/03/2022 11:11:06
2360,153,291,-9805,8,1,-7,03/03/2022 11:11:06
2361,196,272,-9738,8,-2,-8,03/03/2022 11:11:06
2362,186,296,-10222,5,-1,-6,03/03/2022 11:11:06
2363,215,320,-9791,9,5,-7,03/03/2022 11:11:06
2364,153,315,-9662,2,0,-7,03/03/2022 11:11:06
2365,110,334,-9753,1,-4,-6,03/03/2022 11:11:06
2366,167,301,-9982,4,0,-7,03/03/2022 11:11:06
2367,210,277,-9757,4,1,-6,03/03/2022 11:11:06
2368,200,296,-9729,2,0,-7,03/03/2022 11:11:06
2369,186,287,-9796,5,-3,-7,03/03/2022 11:11:06
2370,148,296,-9753,2,0,-7,03/03/2022 11:11:07
2371,181,291,-9738,4,-1,-7,03/03/2022 11:11:07
2372,181,334,-9829,4,0,-7,03/03/2022 11:11:07
2373,153,301,-9777,3,-2,-7,03/03/2022 11:11:07
2374,181,291,-9767,4,-1,-7,03/03/2022 11:11:07
2375,143,311,-9848,4,-3,-7,03/03/2022 11:11:07
2376,186,287,-9777,6,-1,-6,03/03/2022 11:11:07
2377,181,272,-9772,5,-1,-7,03/03/2022 11:11:07
2378,162,287,-9786,2,-1,-7,03/03/2022 11:11:07
2379,138,291,-9743,6,-1,-8,03/03/2022 11:11:07
2380,181,287,-9772,2,-1,-6,03/03/2022 11:11:07
2381,177,306,-9757,7,-1,-7,03/03/2022 11:11:07
2382,177,306,-9767,3,0,-7,03/03/2022 11:11:07
2383,172,277,-9781,2,-2,-7,03/03/2022 11:11:07
2384,172,296,-9820,5,-1,-7,03/03/2022 11:11:07
2385,186,301,-9762,3,0,-7,03/03/2022 11:11:07
2386,172,291,-9805,7,-3,-7,03/03/2022 11:11:07
2387,157,291,-9781,6,-3,-7,03/03/2022 11:11:07
2388,196,306,-9772,4,0,-7,03/03/2022 11:11:07
2389,153,287,-9805,3,0,-6,03/03/2022 11:11:07
2390,191,301,-9781,6,-2,-6,03/03/2022 11:11:08
2391,172,282,-9748,3,0,-7,03/03/2022 11:11:08
2392,167,296,-9757,3,0,-6,03/03/2022 11:11:08
2393,157,282,-9757,3,0,-7,03/03/2022 11:11:08
2394,167,334,-9820,1,0,-7,03/03/2022 11:11:08
2395,191,306,-9772,2,0,-7,03/03/2022 11:11:08
2396,143,306,-9829,3,-2,-7,03/03/2022 11:11:08
2397,167,306,-9815,3,-2,-7,03/03/2022 11:11:08
2398,181,287,-9762,5,-2,-7,03/03/2022 11:11:08
2399,167,296,-9801,6,-2,-7,03/03/2022 11:11:08
2400,167,287,-9844,3,-1,-7,03/03/2022 11:11:08
2401,181,296,-9729,4,0,-7,03/03/2022 11:11:08
2402,172,320,-9772,6,-2,-7,03/03/2022 11:11:08
2403,172,301,-9738,5,-1,-7,03/03/2022 11:11:08
2404,196,263,-9719,6,0,-6,03/03/2022 11:11:08
2405,148,296,-9805,5,-3,-7,03/03/2022 11:11:08
2406,177,315,-9767,7,-3,-7,03/03/2022 11:11:08
2407,186,334,-9801,6,-2,-7,03/03/2022 11:11:08
2408,167,287,-9829,6,-2,-7,03/03/2022 11:11:08
2409,153,272,-9777,2,-1,-7,03/03/2022 11:11:08
2410,177,330,-9791,5,-1,-7,03/03/2022 11:11:09
2411,143,306,-9829,4,-1,-7,03/03/2022 11:11:09
2412,172,277,-9753,6,-1,-6,03/03/2022 11:11:09
2413,157,306,-9815,7,-1,-7,03/03/2022 11:11:09
2414,157,291,-9767,2,0,-7,03/03/2022 11:11:09
2415,177,287,-9762,7,-1,-7,03/03/2022 11:11:09
2416,177,301,-9834,4,-1,-7,03/03/2022 11:11:09
2417,162,277,-9777,2,0,-7,03/03/2022 11:11:09
2418,186,287,-9777,3,-1,-7,03/03/2022 11:11:09
2419,200,277,-9801,4,-2,-7,03/03/2022 11:11:09
2420,196,311,-9767,4,0,-6,03/03/2022 11:11:09
2421,177,301,-9791,4,0,-7,03/03/2022 11:11:09
2422,162,291,-9820,3,-1,-7,03/03/2022 11:11:09
2423,200,306,-9772,6,-1,-6,03/03/2022 11:11:09
2424,167,282,-9781,4,-1,-7,03/03/2022 11:11:09
2425,167,287,-9805,4,0,-7,03/03/2022 11:11:09
2426,205,301,-9690,3,0,-7,03/03/2022 11:11:09
2427,181,320,-9796,4,-2,-7,03/03/2022 11:11:09
2428,157,267,-9824,4,-4,-7,03/03/2022 11:11:09
2429,196,301,-9805,4,0,-7,03/03/2022 11:11:09
2430,157,306,-9815,4,-1,-7,03/03/2022 11:11:10
2431,181,315,-9767,8,-2,-6,03/03/2022 11:11:10
2432,181,296,-9810,4,0,-7,03/03/2022 11:11:10
2433,172,291,-9796,5,-2,-7,03/03/2022 11:11:10
2434,177,306,-9753,3,-1,-7,03/03/2022 11:11:10
2435,196,325,-9781,3,0,-7,03/03/2022 11:11:10
2436,177,325,-9762,3,-2,-6,03/03/2022 11:11:10
2437,172,301,-9748,6,-1,-7,03/03/2022 11:11:10
2438,177,287,-9815,3,-2,-7,03/03/2022 11:11:10
2439,172,301,-9767,6,-1,-7,03/03/2022 11:11:10
2440,177,291,-9772,7,-2,-6,03/03/2022 11:11:10
2441,148,301,-9810,5,-1,-7,03/03/2022 11:11:10
2442,200,311,-9762,3,0,-7,03/03/2022 11:11:10
2443,148,296,-9772,5,-1,-6,03/03/2022 11:11:10
2444,186,291,-9801,3,-1,-7,03/03/2022 11:11:10
2445,186,291,-9753,7,-1,-6,03/03/2022 11:11:10
2446,157,296,-9748,4,-2,-7,03/03/2022 11:11:10
2447,162,267,-9743,2,-2,-7,03/03/2022 11:11:10
2448,143,291,-9738,6,-1,-6,03/03/2022 11:11:10
2449,186,291,-9796,5,-2,-7,03/03/2022 11:11:10
2450,200,267,-9805,2,-1,-7,03/03/2022 11:11:11
2451,138,296,-9767,6,0,-7,03/03/2022 11:11:11
2452,167,311,-9805,6,-3,-7,03/03/2022 11:11:11
2453,162,296,-9767,4,-1,-7,03/03/2022 11:11:11
2454,186,291,-9762,5,0,-7,03/03/2022 11:11:11
2455,153,291,-9767,6,-2,-6,03/03/2022 11:11:11
