timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,date
8020,6273,1808,11810,-83,-129,-413,03/03/2022 11:26:41
8021,5302,794,11179,-129,-12,260,03/03/2022 11:26:41
8022,3220,736,10772,-311,-45,605,03/03/2022 11:26:41
8023,3148,-344,10097,-161,-124,816,03/03/2022 11:26:41
8024,2421,746,10609,46,-97,1019,03/03/2022 11:26:41
8025,1531,392,10308,-80,-73,1171,03/03/2022 11:26:41
8026,358,870,9978,-235,-119,1188,03/03/2022 11:26:41
8027,914,713,9054,-165,-254,1302,03/03/2022 11:26:42
8028,-9,684,9451,-95,-115,1381,03/03/2022 11:26:42
8029,57,1095,8791,-252,-192,1461,03/03/2022 11:26:42
8030,-583,-43,8508,-386,-354,1799,03/03/2022 11:26:42
8031,-157,-990,8264,86,-135,1407,03/03/2022 11:26:42
8032,-1004,-1402,8776,-5,-51,1337,03/03/2022 11:26:42
8033,-966,-760,9293,372,299,1179,03/03/2022 11:26:42
8034,-3067,-803,9724,201,263,1061,03/03/2022 11:26:42
8035,-3938,124,9269,175,298,937,03/03/2022 11:26:42
8036,-5618,-277,10255,275,252,872,03/03/2022 11:26:42
8037,-6599,277,9815,119,196,548,03/03/2022 11:26:42
8038,-7599,14,9877,82,-76,219,03/03/2022 11:26:42
8039,-7192,263,10035,134,-49,-256,03/03/2022 11:26:42
8040,-5149,-138,9734,-103,-179,-629,03/03/2022 11:26:42
8041,-4316,387,9585,-12,-125,-778,03/03/2022 11:26:42
8042,-3048,-234,9667,30,-116,-989,03/03/2022 11:26:42
8043,-3273,-177,9537,28,-117,-1037,03/03/2022 11:26:42
8044,-1488,425,9494,207,43,-1235,03/03/2022 11:26:42
8045,-1445,-47,9801,70,-61,-1210,03/03/2022 11:26:42
8046,-756,368,9537,131,-108,-1242,03/03/2022 11:26:42
8047,-1062,540,9293,116,-106,-1217,03/03/2022 11:26:43
8048,-401,598,9193,231,41,-1291,03/03/2022 11:26:43
8049,306,1311,9743,24,240,-1146,03/03/2022 11:26:43
8050,-665,138,9810,12,175,-1210,03/03/2022 11:26:43
8051,842,717,8958,5,-35,-1100,03/03/2022 11:26:43
8052,181,205,9753,394,168,-985,03/03/2022 11:26:43
8053,1301,665,10159,291,56,-1120,03/03/2022 11:26:43
8054,1359,210,10796,277,-119,-762,03/03/2022 11:26:43
8055,2057,574,11026,265,-193,-723,03/03/2022 11:26:43
8056,2957,344,11351,111,-96,-515,03/03/2022 11:26:43
8057,3675,856,11303,55,-120,-289,03/03/2022 11:26:43
8058,3416,177,11040,-134,-79,82,03/03/2022 11:26:43
8059,2455,282,10375,-148,-138,350,03/03/2022 11:26:43
8060,1928,172,10030,-128,-70,500,03/03/2022 11:26:43
8061,1971,-66,9499,-181,-172,646,03/03/2022 11:26:43
8062,1885,52,9451,-45,107,581,03/03/2022 11:26:43
8063,3598,263,10241,-219,141,703,03/03/2022 11:26:43
8064,1268,210,9777,-178,-209,1062,03/03/2022 11:26:43
8065,684,339,10021,-84,-129,1119,03/03/2022 11:26:43
8066,-320,401,10389,-37,-42,1180,03/03/2022 11:26:44
8067,258,411,9772,-89,-110,1195,03/03/2022 11:26:44
8068,-224,392,9686,-215,-171,1258,03/03/2022 11:26:44
8069,-397,62,9193,-98,-76,1288,03/03/2022 11:26:44
8070,-1296,-148,8618,-149,118,1125,03/03/2022 11:26:44
8071,-2014,-229,8910,42,336,1089,03/03/2022 11:26:44
8072,-2297,-406,8997,45,151,1072,03/03/2022 11:26:44
8073,-2876,-617,8618,-36,112,1019,03/03/2022 11:26:44
8074,-4297,-708,9303,199,96,904,03/03/2022 11:26:44
8075,-5556,-593,10021,217,123,734,03/03/2022 11:26:44
8076,-6867,-129,10298,165,-53,421,03/03/2022 11:26:44
8077,-6283,-177,10777,181,-196,72,03/03/2022 11:26:44
8078,-5819,306,10427,-80,-217,-299,03/03/2022 11:26:44
8079,-4613,52,10174,-13,-304,-521,03/03/2022 11:26:44
8080,-3665,-172,9360,-214,-251,-734,03/03/2022 11:26:44
8081,-3388,263,8925,-45,-142,-934,03/03/2022 11:26:44
8082,-1990,540,8776,50,19,-1184,03/03/2022 11:26:44
8083,-2373,727,9164,52,91,-1214,03/03/2022 11:26:44
8084,-1799,847,9255,165,9,-1383,03/03/2022 11:26:44
8085,-598,1052,8958,21,72,-1479,03/03/2022 11:26:44
8086,-311,1473,10001,327,202,-1459,03/03/2022 11:26:44
8087,33,1172,10016,136,38,-1475,03/03/2022 11:26:45
8088,-14,2239,9384,96,25,-1444,03/03/2022 11:26:45
