timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,date
6754,1110,521,8772,125,89,-1579,03/03/2022 11:24:24
6755,1100,564,9901,393,350,-1546,03/03/2022 11:24:24
6756,1205,894,10715,264,73,-1288,03/03/2022 11:24:24
6757,1756,1277,10710,323,76,-1173,03/03/2022 11:24:24
6758,770,1028,11246,375,17,-818,03/03/2022 11:24:24
6759,2502,1780,10954,257,21,-823,03/03/2022 11:24:24
6760,4833,1962,11696,31,72,-472,03/03/2022 11:24:24
6761,4369,2435,11533,-185,-61,174,03/03/2022 11:24:25
6762,3292,1167,9609,-244,-308,619,03/03/2022 11:24:25
6763,2522,904,9518,-23,-10,780,03/03/2022 11:24:25
6764,1622,1464,9915,129,-45,1048,03/03/2022 11:24:25
6765,631,1909,9705,-40,166,985,03/03/2022 11:24:25
6766,-669,1373,10126,-132,53,1081,03/03/2022 11:24:25
6767,-602,937,9973,-157,213,1008,03/03/2022 11:24:25
6768,-751,765,10365,-204,126,1127,03/03/2022 11:24:25
6769,-1287,641,9844,-219,207,1096,03/03/2022 11:24:25
6770,-1210,741,9509,-225,57,1063,03/03/2022 11:24:25
6771,-2316,507,8896,-218,15,1171,03/03/2022 11:24:25
6772,-3019,-239,9226,-102,152,993,03/03/2022 11:24:25
6773,-2986,-612,8528,-93,-34,860,03/03/2022 11:24:25
6774,-4321,-516,8906,77,138,816,03/03/2022 11:24:25
6775,-5838,-698,9604,206,109,508,03/03/2022 11:24:25
6776,-6269,-741,10088,148,23,131,03/03/2022 11:24:25
6777,-5235,-220,9408,16,-194,-406,03/03/2022 11:24:25
6778,-4321,-157,9341,-19,-245,-707,03/03/2022 11:24:25
6779,-3364,33,9226,27,-247,-892,03/03/2022 11:24:25
6780,-1928,153,9020,28,-134,-1180,03/03/2022 11:24:25
6781,-1004,263,9068,97,-97,-1242,03/03/2022 11:24:25
6782,-713,669,9523,136,-59,-1160,03/03/2022 11:24:26
6783,-306,961,10131,282,-14,-1200,03/03/2022 11:24:26
6784,-559,1464,10131,141,-130,-1126,03/03/2022 11:24:26
6785,-325,1301,10045,275,-271,-1003,03/03/2022 11:24:26
6786,282,1526,9786,181,-240,-1071,03/03/2022 11:24:26
6787,909,1512,9652,135,-287,-1012,03/03/2022 11:24:26
6788,1268,1674,9590,229,-236,-995,03/03/2022 11:24:26
6789,3139,957,9111,150,-386,-929,03/03/2022 11:24:26
6790,3407,2378,10145,151,91,-576,03/03/2022 11:24:26
6791,4962,2474,10935,381,10,-482,03/03/2022 11:24:26
6792,6317,4316,11519,-311,234,79,03/03/2022 11:24:26
6793,4484,2292,11217,-71,-112,616,03/03/2022 11:24:26
