timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
8379,-4029,-794,11657,270,237,156,03/03/2022 11:27:13
8380,-4503,-813,11112,-109,-33,-173,03/03/2022 11:27:13
8381,-3373,-105,10351,-91,-22,-468,03/03/2022 11:27:13
8382,-2526,-124,9839,-216,-180,-612,03/03/2022 11:27:13
8383,-2196,-196,9087,-181,-229,-734,03/03/2022 11:27:13
8384,-1493,-239,8886,-57,-79,-925,03/03/2022 11:27:13
8385,-1014,406,9174,-30,-9,-1035,03/03/2022 11:27:14
8386,-71,957,8863,5,-129,-1149,03/03/2022 11:27:14
8387,-497,894,10011,-99,123,-1265,03/03/2022 11:27:14
8388,196,2163,9427,-72,50,-1465,03/03/2022 11:27:14
8389,-263,1670,8571,-180,269,-1629,03/03/2022 11:27:14
8390,1464,1861,9705,25,511,-1654,03/03/2022 11:27:14
8391,425,1674,9561,71,323,-1537,03/03/2022 11:27:14
8392,1052,1880,9882,251,178,-1463,03/03/2022 11:27:14
8393,2603,2254,10078,474,253,-1327,03/03/2022 11:27:14
8394,2335,2062,11121,475,204,-940,03/03/2022 11:27:14
8395,2866,2866,11136,424,-230,-632,03/03/2022 11:27:14
8396,4417,2536,12409,124,-48,-177,03/03/2022 11:27:14
8397,4622,2268,12480,-147,2,171,03/03/2022 11:27:14
8398,3694,1818,11174,-332,-229,631,03/03/2022 11:27:14
8399,1751,1904,10700,-200,-133,892,03/03/2022 11:27:14
8400,1617,1564,9662,-400,-220,941,03/03/2022 11:27:14
8401,1540,1483,10255,-19,-127,978,03/03/2022 11:27:14
8402,1368,2450,10112,-166,-98,1055,03/03/2022 11:27:14
8403,-382,1842,10384,-284,-180,1228,03/03/2022 11:27:14
8404,-421,2210,9590,-241,-291,1206,03/03/2022 11:27:15
8405,263,1158,8542,-448,-136,1224,03/03/2022 11:27:15
8406,401,200,7958,-74,-74,1248,03/03/2022 11:27:15
8407,234,287,8169,-30,79,1273,03/03/2022 11:27:15
8408,-1062,71,8695,65,103,1329,03/03/2022 11:27:15
8409,-2115,-574,9068,170,-57,1421,03/03/2022 11:27:15
8410,-3388,-952,9111,200,69,1261,03/03/2022 11:27:15
8411,-4153,-1454,9939,303,102,1041,03/03/2022 11:27:15
8412,-4488,-1129,10389,238,-52,845,03/03/2022 11:27:15
8413,-5350,-1000,10882,237,-27,615,03/03/2022 11:27:15
8414,-5527,-387,10963,151,-270,301,03/03/2022 11:27:15
8415,-5431,-832,10188,-62,-250,-54,03/03/2022 11:27:15
8416,-3531,-339,9949,27,-54,-582,03/03/2022 11:27:15
8417,-3311,574,10155,-184,27,-701,03/03/2022 11:27:15
8418,-2694,483,9796,-50,-206,-874,03/03/2022 11:27:15
8419,-3019,756,9044,-348,-131,-1066,03/03/2022 11:27:15
8420,-2019,1665,8652,14,-24,-1209,03/03/2022 11:27:15
8421,-937,1296,8633,-146,-113,-1332,03/03/2022 11:27:15
8422,267,1718,8580,-143,167,-1583,03/03/2022 11:27:15
8423,1406,1167,9375,57,92,-1469,03/03/2022 11:27:15
8424,1086,1354,9829,98,287,-1432,03/03/2022 11:27:16
8425,-143,1665,10054,125,378,-1470,03/03/2022 11:27:16
8426,789,2072,10332,305,351,-1468,03/03/2022 11:27:16
8427,947,2344,9954,196,93,-1387,03/03/2022 11:27:16
8428,1464,2325,10030,322,119,-1247,03/03/2022 11:27:16
8429,1990,2359,10461,492,249,-1169,03/03/2022 11:27:16
8430,3747,2761,11992,336,87,-786,03/03/2022 11:27:16
8431,5575,2627,12792,62,-120,-218,03/03/2022 11:27:16
8432,3603,3278,12102,-195,-224,653,03/03/2022 11:27:16
8433,2191,1713,10581,-358,-341,895,03/03/2022 11:27:16
8434,2330,1914,9667,-369,-474,933,03/03/2022 11:27:16
8435,2134,2043,9418,-9,-316,1161,03/03/2022 11:27:16
8436,1440,2053,9451,-44,-154,1158,03/03/2022 11:27:16
8437,1636,1976,10423,-139,-53,1228,03/03/2022 11:27:16
8438,258,1933,9743,-209,-110,1379,03/03/2022 11:27:16
8439,502,1718,9332,-86,116,1348,03/03/2022 11:27:16
8440,-1000,1569,9437,-115,83,1414,03/03/2022 11:27:16
8441,-119,1330,8968,64,27,1463,03/03/2022 11:27:16
8442,-2105,512,8508,-69,254,1351,03/03/2022 11:27:16
8443,-2435,-200,8681,59,110,1295,03/03/2022 11:27:16
8444,-3522,19,9140,183,312,1165,03/03/2022 11:27:16
8445,-3675,-129,9681,7,191,947,03/03/2022 11:27:17
8446,-4512,-440,9600,94,75,856,03/03/2022 11:27:17
8447,-6345,-47,9738,179,135,531,03/03/2022 11:27:17
8448,-6594,19,9595,86,14,125,03/03/2022 11:27:17
8449,-5489,-502,9169,21,-94,-229,03/03/2022 11:27:17
8450,-4938,239,9470,67,50,-563,03/03/2022 11:27:17
8451,-5307,110,9805,60,-166,-776,03/03/2022 11:27:17
8452,-4264,650,9226,-88,-181,-1148,03/03/2022 11:27:17
8453,-3139,478,9432,37,-117,-1368,03/03/2022 11:27:17
8454,-2158,909,8762,63,211,-1661,03/03/2022 11:27:17
8455,-1588,1124,8762,0,101,-1790,03/03/2022 11:27:17
8456,-947,2163,9198,118,6,-1653,03/03/2022 11:27:17
8457,-1718,1957,8997,263,-97,-1342,03/03/2022 11:27:17
8458,-205,1947,9623,570,-52,-1570,03/03/2022 11:27:17
8459,339,2694,9552,63,-10,-1394,03/03/2022 11:27:17
8460,942,2392,9590,465,-95,-1221,03/03/2022 11:27:17
8461,1191,2024,9834,240,-13,-1131,03/03/2022 11:27:17
8462,2780,2675,10801,406,12,-986,03/03/2022 11:27:17
8463,4733,3038,12251,412,-23,-862,03/03/2022 11:27:17
8464,6805,3862,12413,-228,-73,-298,03/03/2022 11:27:17
8465,3823,2464,11289,-100,-355,767,03/03/2022 11:27:18
8466,1392,2766,11499,288,-9,920,03/03/2022 11:27:18
8467,885,2584,11011,-200,-231,937,03/03/2022 11:27:18
8468,961,2282,10671,-64,-139,906,03/03/2022 11:27:18
8469,1406,2885,10853,-241,-210,968,03/03/2022 11:27:18
8470,1052,2579,9016,-561,-259,1133,03/03/2022 11:27:18
8471,842,1933,8853,-237,-30,1215,03/03/2022 11:27:18
8472,526,1488,8595,-1,134,1301,03/03/2022 11:27:18
8473,583,2378,8657,-1,106,1456,03/03/2022 11:27:18
8474,-445,1134,8939,157,18,1586,03/03/2022 11:27:18
8475,-1483,1186,9284,42,157,1408,03/03/2022 11:27:18
