timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
7677,-4910,38,10226,84,-120,528,03/03/2022 11:26:01
7678,-5474,626,9805,-20,-78,-22,03/03/2022 11:26:01
7679,-5484,387,9719,-18,-125,-259,03/03/2022 11:26:01
7680,-4115,153,9418,-23,-154,-581,03/03/2022 11:26:01
7681,-3168,483,9245,-87,-152,-779,03/03/2022 11:26:01
7682,-2866,689,9212,65,-55,-1040,03/03/2022 11:26:01
7683,-1143,425,9432,90,63,-1209,03/03/2022 11:26:01
7684,-1153,564,10145,158,-36,-1193,03/03/2022 11:26:01
7685,-81,1129,9906,56,10,-1232,03/03/2022 11:26:01
7686,81,856,9753,26,-29,-1157,03/03/2022 11:26:01
7687,-71,1301,10064,124,-81,-1024,03/03/2022 11:26:01
7688,459,736,9576,103,-121,-1040,03/03/2022 11:26:01
7689,751,1033,9480,115,-20,-959,03/03/2022 11:26:01
7690,-349,765,9743,206,-178,-864,03/03/2022 11:26:01
7691,1158,1186,9422,148,-9,-950,03/03/2022 11:26:01
7692,354,631,10126,353,-152,-756,03/03/2022 11:26:01
7693,263,684,9547,219,-110,-881,03/03/2022 11:26:01
7694,2794,1349,10777,202,-287,-457,03/03/2022 11:26:01
7695,5187,703,10604,251,-28,-368,03/03/2022 11:26:01
7696,4264,1253,11303,-280,-46,216,03/03/2022 11:26:02
7697,2890,1402,10987,115,39,465,03/03/2022 11:26:02
7698,2153,1646,10523,-299,66,603,03/03/2022 11:26:02
7699,2512,1560,9887,-47,30,824,03/03/2022 11:26:02
7700,1746,1158,9695,-220,41,952,03/03/2022 11:26:02
7701,1239,1115,9710,-150,104,1027,03/03/2022 11:26:02
7702,641,1579,9681,-152,194,1111,03/03/2022 11:26:02
7703,-339,1062,9437,-70,202,1099,03/03/2022 11:26:02
7704,-1172,1052,9590,-98,126,1081,03/03/2022 11:26:02
7705,-1641,-9,9355,-114,61,1031,03/03/2022 11:26:02
7706,-1545,612,10174,23,197,900,03/03/2022 11:26:02
7707,-1272,880,9753,-191,43,880,03/03/2022 11:26:02
7708,-1158,646,9164,-194,-72,974,03/03/2022 11:26:02
7709,-1579,138,8920,-28,95,900,03/03/2022 11:26:02
7710,-1933,186,9241,-5,111,860,03/03/2022 11:26:02
7711,-3416,143,9729,83,102,787,03/03/2022 11:26:02
7712,-4565,301,10298,108,136,560,03/03/2022 11:26:02
7713,-5355,545,10121,30,100,279,03/03/2022 11:26:02
7714,-5900,646,9887,7,-81,34,03/03/2022 11:26:02
7715,-4661,172,9107,-84,-162,-360,03/03/2022 11:26:02
7716,-3546,234,8992,-35,-116,-629,03/03/2022 11:26:03
7717,-2388,267,9556,57,-85,-812,03/03/2022 11:26:03
7718,-1942,263,9686,56,-8,-913,03/03/2022 11:26:03
7719,-875,435,9628,115,29,-962,03/03/2022 11:26:03
7720,-1225,129,10140,133,27,-920,03/03/2022 11:26:03
7721,-1191,588,9399,5,-58,-914,03/03/2022 11:26:03
7722,-1651,330,9628,163,-2,-951,03/03/2022 11:26:03
7723,-870,1014,9623,83,-45,-987,03/03/2022 11:26:03
7724,-1115,914,9456,233,-77,-933,03/03/2022 11:26:03
7725,-736,646,10135,250,-28,-976,03/03/2022 11:26:03
7726,-363,1119,10284,158,-85,-969,03/03/2022 11:26:03
7727,641,856,10365,106,-80,-910,03/03/2022 11:26:03
7728,215,933,10083,40,-108,-814,03/03/2022 11:26:03
7729,535,607,9963,47,-104,-768,03/03/2022 11:26:03
7730,1249,602,10097,105,75,-662,03/03/2022 11:26:03
7731,2335,799,10255,73,23,-529,03/03/2022 11:26:03
7732,2565,808,10762,4,-20,-166,03/03/2022 11:26:03
7733,2833,622,10628,-69,-12,74,03/03/2022 11:26:03
7734,1875,488,10600,-110,6,511,03/03/2022 11:26:03
7735,1105,784,10021,-150,-71,682,03/03/2022 11:26:03
7736,354,832,9872,-153,38,768,03/03/2022 11:26:04
7737,62,296,8532,-245,-291,857,03/03/2022 11:26:04
7738,803,-43,9643,105,-57,876,03/03/2022 11:26:04
7739,1009,1383,10715,-91,118,1097,03/03/2022 11:26:04
7740,-952,1627,10518,-204,65,1230,03/03/2022 11:26:04
7741,-1043,736,9767,-241,-39,1205,03/03/2022 11:26:04
7742,-665,373,9891,-43,-1,1146,03/03/2022 11:26:04
7743,-1387,483,10016,-151,86,1073,03/03/2022 11:26:04
7744,-3091,325,9183,-124,-6,1088,03/03/2022 11:26:04
7745,-3201,138,9183,-6,34,850,03/03/2022 11:26:04
7746,-3321,-23,9432,72,48,743,03/03/2022 11:26:04
7747,-3038,373,9681,85,53,660,03/03/2022 11:26:04
7748,-4522,-86,10164,84,47,296,03/03/2022 11:26:04
7749,-5015,157,9920,-77,23,-94,03/03/2022 11:26:04
7750,-3541,-4,9360,-29,-100,-370,03/03/2022 11:26:04
7751,-2794,-81,9308,-10,-54,-524,03/03/2022 11:26:04
7752,-2617,148,9456,33,-11,-679,03/03/2022 11:26:04
7753,-2263,-33,9422,58,-42,-816,03/03/2022 11:26:04
7754,-1651,368,9556,158,65,-930,03/03/2022 11:26:04
7755,-1765,607,9609,117,-4,-1010,03/03/2022 11:26:04
7756,-1454,856,9379,187,34,-1106,03/03/2022 11:26:04
7757,-1416,650,9628,233,-24,-1134,03/03/2022 11:26:05
7758,-253,1368,9968,243,-26,-1156,03/03/2022 11:26:05
7759,-339,1167,10011,198,-131,-1060,03/03/2022 11:26:05
7760,-234,1182,9887,193,-48,-1060,03/03/2022 11:26:05
7761,-401,1162,9772,227,-134,-1016,03/03/2022 11:26:05
7762,-215,1435,9667,247,-243,-983,03/03/2022 11:26:05
7763,1363,1631,10212,270,-83,-943,03/03/2022 11:26:05
7764,3828,1636,11073,87,-85,-588,03/03/2022 11:26:05
7765,3747,1785,11298,33,-68,-267,03/03/2022 11:26:05
7766,4340,2201,10987,-150,52,122,03/03/2022 11:26:05
7767,2919,1880,10619,-227,60,494,03/03/2022 11:26:05
7768,1330,1205,9667,-185,109,785,03/03/2022 11:26:05
7769,957,1861,10265,-79,336,780,03/03/2022 11:26:05
7770,368,1603,10332,-281,7,1059,03/03/2022 11:26:05
7771,38,1330,9963,-280,153,1010,03/03/2022 11:26:05
7772,-210,808,9523,-231,-43,1112,03/03/2022 11:26:05
7773,-880,1249,9753,-135,160,1145,03/03/2022 11:26:05
7774,-957,1043,9437,-309,-18,1197,03/03/2022 11:26:05
7775,-1564,693,9327,-150,-52,1221,03/03/2022 11:26:05
7776,-1153,421,8949,-220,-153,1221,03/03/2022 11:26:05
7777,-1584,449,9293,12,96,1106,03/03/2022 11:26:06
7778,-2330,363,9485,-18,74,1076,03/03/2022 11:26:06
7779,-2651,598,9274,-10,80,1045,03/03/2022 11:26:06
7780,-3168,832,9997,-105,-25,1151,03/03/2022 11:26:06
7781,-5752,545,11691,197,-144,921,03/03/2022 11:26:06
7782,-4709,33,9667,-482,-253,219,03/03/2022 11:26:06
7783,-4871,138,9427,109,-56,-82,03/03/2022 11:26:06
7784,-3771,306,9379,-225,-61,-794,03/03/2022 11:26:06
7785,-2842,172,9178,0,66,-1113,03/03/2022 11:26:06
7786,-2938,631,9245,142,156,-1306,03/03/2022 11:26:06
7787,-942,598,9059,105,248,-1486,03/03/2022 11:26:06
7788,-1670,837,9523,223,224,-1395,03/03/2022 11:26:06
7789,-1220,861,9906,355,173,-1520,03/03/2022 11:26:06
7790,-1071,1186,9518,154,239,-1579,03/03/2022 11:26:06
7791,-1344,1598,9925,437,320,-1626,03/03/2022 11:26:06
7792,-784,2024,10451,344,68,-1500,03/03/2022 11:26:06
7793,-1430,1497,9442,242,-73,-1299,03/03/2022 11:26:06
7794,9,1808,9949,430,-18,-1252,03/03/2022 11:26:06
7795,875,1560,10131,300,-118,-1059,03/03/2022 11:26:06
7796,2215,2043,10691,339,7,-908,03/03/2022 11:26:06
7797,2206,1311,10983,136,-198,-507,03/03/2022 11:26:07
7798,2450,1770,10916,70,23,-135,03/03/2022 11:26:07
7799,2014,1454,10820,-6,-83,175,03/03/2022 11:26:07
7800,1694,1775,10619,-179,-46,601,03/03/2022 11:26:07
7801,1167,1440,10365,-162,-78,868,03/03/2022 11:26:07
7802,741,1440,9652,-260,86,919,03/03/2022 11:26:07
7803,-334,1014,9681,-211,241,967,03/03/2022 11:26:07
7804,-200,2249,10418,-203,219,1116,03/03/2022 11:26:07
7805,-1091,1660,9762,-451,70,1218,03/03/2022 11:26:07
