timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
7302,1052,-368,10011,-218,-7,735,03/03/2022 11:25:25
7303,-866,-172,10045,22,-252,922,03/03/2022 11:25:25
7304,-1751,-770,9552,-34,-56,775,03/03/2022 11:25:25
7305,1004,473,9896,-202,0,694,03/03/2022 11:25:25
7306,708,282,10207,-87,-253,1001,03/03/2022 11:25:25
7307,512,196,9269,-325,-29,1017,03/03/2022 11:25:25
7308,291,445,9604,-113,64,1091,03/03/2022 11:25:25
7309,-86,1272,10059,34,20,1296,03/03/2022 11:25:25
7310,-1028,1009,9920,-78,-300,1489,03/03/2022 11:25:26
7311,-1995,1406,9714,41,-131,1436,03/03/2022 11:25:26
7312,-2316,1081,9973,-85,-163,1324,03/03/2022 11:25:26
7313,-2560,468,9509,-131,-204,1187,03/03/2022 11:25:26
7314,-2368,401,9576,17,-160,994,03/03/2022 11:25:26
7315,-2818,368,9662,-82,-39,860,03/03/2022 11:25:26
7316,-3048,435,10011,14,-113,685,03/03/2022 11:25:26
7317,-4871,272,9992,28,72,140,03/03/2022 11:25:26
7318,-4508,311,9939,38,111,-237,03/03/2022 11:25:26
7319,-3378,244,9528,-148,33,-538,03/03/2022 11:25:26
7320,-2952,119,9360,-85,23,-756,03/03/2022 11:25:26
7321,-2316,-71,9767,-6,21,-935,03/03/2022 11:25:26
7322,-1674,-186,9346,2,257,-1159,03/03/2022 11:25:26
7323,-2053,258,9939,152,242,-1197,03/03/2022 11:25:26
7324,-842,95,9944,135,111,-1243,03/03/2022 11:25:26
7325,-1138,296,10375,72,72,-1156,03/03/2022 11:25:26
7326,-143,397,9920,147,-130,-1118,03/03/2022 11:25:26
7327,-521,124,9958,7,35,-1086,03/03/2022 11:25:26
7328,-693,440,9552,200,66,-1200,03/03/2022 11:25:26
7329,-602,736,9561,49,94,-1223,03/03/2022 11:25:27
7330,-909,330,9604,198,115,-1239,03/03/2022 11:25:27
7331,162,837,9178,74,-8,-1138,03/03/2022 11:25:27
7332,880,138,9571,274,69,-1046,03/03/2022 11:25:27
7333,1641,842,10537,363,178,-916,03/03/2022 11:25:27
7334,1861,626,11212,192,26,-655,03/03/2022 11:25:27
7335,3067,808,11174,21,80,-350,03/03/2022 11:25:27
7336,2407,746,11552,-3,61,100,03/03/2022 11:25:27
7337,1517,473,10394,-249,-1,490,03/03/2022 11:25:27
7338,521,401,10246,-108,64,631,03/03/2022 11:25:27
7339,717,808,10317,-95,74,706,03/03/2022 11:25:27
7340,665,784,10336,-273,-270,1067,03/03/2022 11:25:27
7341,296,722,9958,-274,-221,1282,03/03/2022 11:25:27
7342,23,468,9427,-241,-13,1264,03/03/2022 11:25:27
7343,-1019,722,9676,-90,5,1312,03/03/2022 11:25:27
7344,-1229,1349,9217,-184,-92,1249,03/03/2022 11:25:27
7345,-818,-43,8269,-204,-287,1284,03/03/2022 11:25:27
7346,-756,57,9466,185,26,1227,03/03/2022 11:25:27
7347,-559,703,9475,-88,-1,1223,03/03/2022 11:25:27
7348,-2775,-110,10581,241,99,1198,03/03/2022 11:25:27
7349,-2890,961,10313,100,183,1017,03/03/2022 11:25:27
7350,-4201,411,9915,-157,31,906,03/03/2022 11:25:28
7351,-4182,674,9901,118,94,686,03/03/2022 11:25:28
7352,-4713,277,9566,-142,-86,300,03/03/2022 11:25:28
7353,-4890,138,9418,-45,3,38,03/03/2022 11:25:28
7354,-4565,248,9719,91,10,-416,03/03/2022 11:25:28
7355,-2995,148,9442,-145,-84,-652,03/03/2022 11:25:28
7356,-3278,186,9489,86,49,-833,03/03/2022 11:25:28
7357,-2340,588,9643,56,127,-1087,03/03/2022 11:25:28
7358,-2191,483,9633,44,32,-1126,03/03/2022 11:25:28
7359,-1660,430,9786,164,29,-1156,03/03/2022 11:25:28
7360,-1612,464,9379,67,27,-1201,03/03/2022 11:25:28
7361,-1617,224,9590,220,50,-1238,03/03/2022 11:25:28
7362,-1119,818,9734,242,54,-1267,03/03/2022 11:25:28
7363,-1153,693,9035,204,17,-1309,03/03/2022 11:25:28
7364,-378,928,9552,407,100,-1274,03/03/2022 11:25:28
7365,-172,1229,9734,302,-62,-1116,03/03/2022 11:25:28
7366,899,918,9384,313,78,-969,03/03/2022 11:25:28
7367,583,1014,11437,609,31,-761,03/03/2022 11:25:28
7368,2325,2091,11241,117,-11,-613,03/03/2022 11:25:28
7369,2258,933,11523,17,-19,-312,03/03/2022 11:25:28
7370,3172,1746,11294,-86,7,101,03/03/2022 11:25:29
7371,1737,1019,10604,-218,-26,537,03/03/2022 11:25:29
7372,665,1105,10202,-207,2,777,03/03/2022 11:25:29
7373,397,1253,10279,-222,109,907,03/03/2022 11:25:29
7374,234,1282,9336,-425,254,1017,03/03/2022 11:25:29
7375,-421,981,9183,-375,201,1057,03/03/2022 11:25:29
7376,-1866,2201,10049,-271,198,1229,03/03/2022 11:25:29
7377,-1866,1469,9418,-326,-51,1319,03/03/2022 11:25:29
7378,-2474,1464,9451,-257,41,1382,03/03/2022 11:25:29
7379,-2459,1129,9303,-379,119,1321,03/03/2022 11:25:29
7380,-1856,1105,8451,-576,50,1451,03/03/2022 11:25:29
7381,-3871,1215,8906,-55,333,1385,03/03/2022 11:25:29
7382,-5637,1488,9805,-97,78,1359,03/03/2022 11:25:29
7383,-6029,1067,8915,-341,-233,1066,03/03/2022 11:25:29
7384,-6312,722,8944,-126,-152,830,03/03/2022 11:25:29
7385,-6608,727,9207,-16,-39,382,03/03/2022 11:25:29
7386,-6250,468,8886,-227,-178,-65,03/03/2022 11:25:29
7387,-5350,66,9030,-39,-7,-511,03/03/2022 11:25:29
7388,-4776,210,8805,-70,-85,-776,03/03/2022 11:25:29
7389,-4326,-210,8700,62,0,-958,03/03/2022 11:25:29
7390,-3517,320,8834,215,164,-1262,03/03/2022 11:25:30
7391,-2885,416,9198,256,203,-1352,03/03/2022 11:25:30
7392,-2737,689,9255,270,107,-1366,03/03/2022 11:25:30
7393,-2005,713,9585,357,32,-1392,03/03/2022 11:25:30
7394,-1818,808,9384,345,-47,-1290,03/03/2022 11:25:30
7395,-1201,598,9221,440,-69,-1238,03/03/2022 11:25:30
7396,-727,1339,9451,387,-35,-1098,03/03/2022 11:25:30
7397,38,837,9786,324,-137,-1019,03/03/2022 11:25:30
7398,296,679,10279,238,-164,-810,03/03/2022 11:25:30
7399,-224,516,10604,486,-189,-739,03/03/2022 11:25:30
7400,1521,1497,10906,282,-49,-684,03/03/2022 11:25:30
7401,2622,622,11519,73,-88,-259,03/03/2022 11:25:30
7402,2813,937,10925,-63,-51,62,03/03/2022 11:25:30
7403,1555,516,10849,-135,32,344,03/03/2022 11:25:30
7404,521,736,10356,-106,88,517,03/03/2022 11:25:30
7405,253,760,9987,-185,130,612,03/03/2022 11:25:30
7406,90,1091,9982,-165,222,694,03/03/2022 11:25:30
7407,-287,842,9714,-370,132,838,03/03/2022 11:25:30
7408,71,478,9667,-192,277,981,03/03/2022 11:25:30
7409,-1607,1320,9724,-208,194,1179,03/03/2022 11:25:31
7410,-2593,1454,10035,-138,307,1133,03/03/2022 11:25:31
7411,-2651,1555,9480,-394,268,1043,03/03/2022 11:25:31
7412,-3479,837,8944,-398,52,1187,03/03/2022 11:25:31
7413,-1832,105,8652,-320,190,1055,03/03/2022 11:25:31
7414,-2871,1263,8360,-531,7,1267,03/03/2022 11:25:31
7415,-6833,631,9044,-6,-32,1188,03/03/2022 11:25:31
7416,-7757,1186,9083,-123,78,757,03/03/2022 11:25:31
7417,-7322,564,9236,-24,-156,239,03/03/2022 11:25:31
7418,-6063,373,8767,-291,-297,-135,03/03/2022 11:25:31
7419,-4469,-521,8705,-179,-366,-420,03/03/2022 11:25:31
7420,-4455,-167,8408,-158,-66,-582,03/03/2022 11:25:31
7421,-4393,43,8824,330,-47,-873,03/03/2022 11:25:31
7422,-4048,162,8877,197,-37,-1038,03/03/2022 11:25:31
7423,-3158,133,8992,147,-48,-1288,03/03/2022 11:25:31
7424,-2187,602,9188,219,-9,-1387,03/03/2022 11:25:31
7425,-1612,478,8819,130,-186,-1278,03/03/2022 11:25:31
7426,-1435,516,9154,411,-35,-1265,03/03/2022 11:25:31
7427,-1277,1033,9403,445,-97,-1229,03/03/2022 11:25:31
7428,-535,1316,10049,329,-130,-1201,03/03/2022 11:25:31
7429,4,1210,9796,194,-220,-1192,03/03/2022 11:25:31
7430,406,1378,9872,301,8,-1160,03/03/2022 11:25:32
7431,1057,1636,10882,292,218,-1107,03/03/2022 11:25:32
7432,1186,1282,11131,-32,-319,-736,03/03/2022 11:25:32
7433,2378,665,11021,94,-84,-577,03/03/2022 11:25:32
7434,2847,1277,10815,48,-34,-367,03/03/2022 11:25:32
7435,2622,550,10681,0,58,163,03/03/2022 11:25:32
7436,2014,756,10523,-29,43,327,03/03/2022 11:25:32
7437,1143,746,10255,-105,57,670,03/03/2022 11:25:32
7438,1220,918,10140,-177,198,789,03/03/2022 11:25:32
7439,1014,1062,10054,-268,198,917,03/03/2022 11:25:32
7440,1095,1004,9681,-218,172,1017,03/03/2022 11:25:32
7441,1167,2081,9690,-261,286,1245,03/03/2022 11:25:32
7442,-1674,1402,10045,-307,107,1504,03/03/2022 11:25:32
7443,-1579,3527,10083,-162,142,1492,03/03/2022 11:25:32
7444,-3498,765,9571,-487,-168,1516,03/03/2022 11:25:32
7445,-5273,1986,10671,-244,-115,1376,03/03/2022 11:25:32
7446,-6541,52,9585,-475,-20,951,03/03/2022 11:25:32
7447,-5264,-234,10188,-91,-323,734,03/03/2022 11:25:32
7448,-4321,-234,8389,-223,-294,482,03/03/2022 11:25:32
7449,-4455,-1268,8652,-397,-293,173,03/03/2022 11:25:32
7450,-3967,-1593,8585,-247,-117,-152,03/03/2022 11:25:32
7451,-3991,-1741,8666,0,71,-460,03/03/2022 11:25:33
7452,-3680,-1244,9341,309,149,-746,03/03/2022 11:25:33
7453,-2440,-713,9336,88,125,-1049,03/03/2022 11:25:33
7454,-1507,4,9523,95,193,-1221,03/03/2022 11:25:33
7455,-1828,-593,9997,81,156,-1207,03/03/2022 11:25:33
7456,-1014,430,9623,198,159,-1299,03/03/2022 11:25:33
7457,-1071,-43,10131,325,84,-1275,03/03/2022 11:25:33
7458,-234,665,9351,220,43,-1250,03/03/2022 11:25:33
7459,-277,181,9930,122,-23,-1183,03/03/2022 11:25:33
7460,416,277,9523,157,-103,-1072,03/03/2022 11:25:33
7461,847,239,10083,313,89,-1077,03/03/2022 11:25:33
7462,1636,717,10313,235,-34,-861,03/03/2022 11:25:33
7463,2919,488,10796,143,-202,-545,03/03/2022 11:25:33
7464,3723,23,10858,37,-35,-299,03/03/2022 11:25:33
7465,4302,430,10614,17,-6,-91,03/03/2022 11:25:33
