timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
6322,-3689,-2263,9623,-173,-76,90,03/03/2022 11:23:50
6323,-3062,-2622,9561,-98,-30,-260,03/03/2022 11:23:50
6324,-1249,-2522,9035,-156,73,-667,03/03/2022 11:23:50
6325,-636,-1842,8953,-196,182,-763,03/03/2022 11:23:50
6326,-1655,-2143,9561,131,187,-902,03/03/2022 11:23:50
6327,-1105,-1148,9016,-89,317,-1236,03/03/2022 11:23:50
6328,-765,-1316,9360,109,343,-1347,03/03/2022 11:23:50
6329,-803,-483,9839,172,331,-1473,03/03/2022 11:23:50
6330,818,220,9978,101,271,-1625,03/03/2022 11:23:50
6331,33,81,10504,255,386,-1452,03/03/2022 11:23:50
6332,995,1249,10667,345,324,-1478,03/03/2022 11:23:50
6333,1569,1076,10820,90,40,-1118,03/03/2022 11:23:50
6334,2909,1028,10748,141,-99,-910,03/03/2022 11:23:51
6335,6302,1684,11236,-67,-42,-667,03/03/2022 11:23:51
6336,5570,1306,11169,-135,-203,79,03/03/2022 11:23:51
6337,4311,1110,10356,-128,-378,580,03/03/2022 11:23:51
6338,3115,693,9466,-127,-252,912,03/03/2022 11:23:51
6339,2526,224,9667,45,-192,1082,03/03/2022 11:23:51
6340,2143,588,9470,-22,-257,1224,03/03/2022 11:23:51
6341,1507,234,9375,-60,-216,1345,03/03/2022 11:23:51
6342,387,4,9293,10,-136,1406,03/03/2022 11:23:51
6343,-119,-296,9351,128,-175,1448,03/03/2022 11:23:51
6344,-334,-794,9389,185,-118,1415,03/03/2022 11:23:51
6345,-1115,-914,9824,174,-64,1249,03/03/2022 11:23:51
6346,-1651,-1411,10255,222,-22,1023,03/03/2022 11:23:51
6347,-2239,-1536,10231,99,-23,816,03/03/2022 11:23:51
6348,-2301,-1574,10423,86,-42,618,03/03/2022 11:23:51
6349,-2885,-1904,10523,59,-4,332,03/03/2022 11:23:51
6350,-2928,-1933,9815,-74,-42,26,03/03/2022 11:23:51
6351,-2737,-2005,9566,-69,0,-196,03/03/2022 11:23:51
6352,-2498,-1923,9403,-48,-11,-462,03/03/2022 11:23:51
6353,-2091,-1540,9303,-2,106,-785,03/03/2022 11:23:51
6354,-2842,-1368,9403,97,53,-942,03/03/2022 11:23:52
6355,-1512,-760,9379,138,162,-1323,03/03/2022 11:23:52
6356,-842,392,9743,0,289,-1420,03/03/2022 11:23:52
6357,-1272,478,10102,332,35,-1352,03/03/2022 11:23:52
6358,-1383,1737,9695,126,209,-1553,03/03/2022 11:23:52
6359,818,1593,10102,487,221,-1796,03/03/2022 11:23:52
6360,894,2957,10336,-49,284,-1566,03/03/2022 11:23:52
6361,2842,2636,10963,293,32,-1282,03/03/2022 11:23:52
6362,4651,2507,11389,-24,-41,-995,03/03/2022 11:23:52
6363,5857,2612,11365,-46,-76,-682,03/03/2022 11:23:52
6364,6116,3034,11016,-191,-121,65,03/03/2022 11:23:52
6365,4307,1751,10159,-221,-334,685,03/03/2022 11:23:52
6366,2675,1517,9791,-64,-149,999,03/03/2022 11:23:52
6367,2608,1622,9791,-105,-102,1121,03/03/2022 11:23:52
6368,2368,2081,10092,-92,-134,1286,03/03/2022 11:23:52
6369,1062,1569,9489,-165,-222,1609,03/03/2022 11:23:52
6370,588,1339,9600,-62,-140,1665,03/03/2022 11:23:52
6371,-583,665,9954,35,-196,1746,03/03/2022 11:23:52
6372,-1397,181,9958,133,-231,1715,03/03/2022 11:23:52
6373,-2354,-703,10351,204,-204,1427,03/03/2022 11:23:52
6374,-3158,-1464,9987,-3,-280,1133,03/03/2022 11:23:53
6375,-2938,-1785,10112,62,-110,755,03/03/2022 11:23:53
6376,-3058,-1785,10193,-56,51,258,03/03/2022 11:23:53
6377,-3110,-1674,10001,-75,-9,21,03/03/2022 11:23:53
6378,-2569,-2091,9566,-103,-29,-374,03/03/2022 11:23:53
6379,-1325,-1741,9346,-58,121,-728,03/03/2022 11:23:53
6380,-1971,-794,9418,-124,198,-806,03/03/2022 11:23:53
6381,-1517,-1282,9944,156,156,-1125,03/03/2022 11:23:53
6382,-823,-334,9370,-261,234,-1374,03/03/2022 11:23:53
6383,-564,-47,9671,232,238,-1403,03/03/2022 11:23:53
6384,-454,-47,9566,86,159,-1477,03/03/2022 11:23:53
6385,741,760,9279,39,192,-1586,03/03/2022 11:23:53
6386,555,583,9757,344,127,-1559,03/03/2022 11:23:53
6387,622,2426,10518,131,296,-1393,03/03/2022 11:23:53
6388,2014,2416,10164,144,-122,-1268,03/03/2022 11:23:53
6389,4565,2612,10126,-3,48,-1117,03/03/2022 11:23:53
6390,6331,2426,11629,150,228,-815,03/03/2022 11:23:53
6391,5924,3239,11657,0,54,-256,03/03/2022 11:23:53
6392,4230,1875,10490,-124,-184,495,03/03/2022 11:23:53
6393,3091,1191,9987,-101,-112,817,03/03/2022 11:23:53
6394,2110,1138,10164,-10,2,1017,03/03/2022 11:23:53
6395,1799,1440,9920,-131,-60,1036,03/03/2022 11:23:54
6396,1794,1488,9700,-251,-105,1177,03/03/2022 11:23:54
6397,1024,1167,9513,-106,-154,1315,03/03/2022 11:23:54
6398,669,937,9528,-81,-47,1371,03/03/2022 11:23:54
6399,311,665,9576,46,-131,1445,03/03/2022 11:23:54
6400,-689,224,9590,71,-148,1516,03/03/2022 11:23:54
6401,62,-110,10049,100,356,1193,03/03/2022 11:23:54
6402,-3871,-1043,10336,40,-356,1402,03/03/2022 11:23:54
6403,-4575,-1440,9762,68,-226,1059,03/03/2022 11:23:54
6404,-4536,-1737,10179,129,308,371,03/03/2022 11:23:54
6405,-4101,-267,9456,-91,19,-42,03/03/2022 11:23:54
6406,-4709,-1205,9667,-175,-131,-194,03/03/2022 11:23:54
6407,-3436,-1416,9355,40,59,-691,03/03/2022 11:23:54
6408,-2450,-756,9260,-164,238,-994,03/03/2022 11:23:54
6409,-2459,-746,9762,281,138,-1140,03/03/2022 11:23:54
6410,-1167,382,9485,-25,201,-1366,03/03/2022 11:23:54
6411,133,392,9887,175,259,-1462,03/03/2022 11:23:54
6412,-1646,607,10303,164,61,-1232,03/03/2022 11:23:54
6413,-1028,1052,9829,275,-103,-1277,03/03/2022 11:23:54
6414,-133,1134,9748,249,90,-1386,03/03/2022 11:23:55
6415,263,1818,9992,197,60,-1372,03/03/2022 11:23:55
6416,1727,1674,10447,71,-52,-1306,03/03/2022 11:23:55
6417,2498,1459,10585,11,-113,-1129,03/03/2022 11:23:55
6418,5728,2407,11356,-12,-28,-746,03/03/2022 11:23:55
6419,6053,2096,11251,-204,-276,16,03/03/2022 11:23:55
6420,4881,1732,10662,-149,-270,398,03/03/2022 11:23:55
6421,3311,1004,9858,-158,-168,844,03/03/2022 11:23:55
6422,2378,631,9868,-109,-158,1155,03/03/2022 11:23:55
6423,2019,1172,9863,-95,-191,1225,03/03/2022 11:23:55
6424,1914,708,9595,-174,-215,1350,03/03/2022 11:23:55
6425,914,827,9571,-157,-70,1448,03/03/2022 11:23:55
6426,148,129,9446,-39,-260,1586,03/03/2022 11:23:55
6427,-540,-33,9212,-10,-246,1625,03/03/2022 11:23:55
6428,-2043,-1019,9059,98,-247,1527,03/03/2022 11:23:55
6429,-2048,-1325,9346,170,-206,1365,03/03/2022 11:23:55
6430,-2866,-1560,9623,200,-84,1040,03/03/2022 11:23:55
6431,-3603,-2254,9853,134,-16,679,03/03/2022 11:23:55
6432,-3842,-2139,10537,235,184,290,03/03/2022 11:23:55
6433,-4431,-1775,10150,24,17,-57,03/03/2022 11:23:55
6434,-3058,-1981,10035,15,0,-436,03/03/2022 11:23:56
6435,-2459,-1024,9552,-115,51,-634,03/03/2022 11:23:56
6436,-2134,-1938,9901,162,19,-748,03/03/2022 11:23:56
6437,-1914,-698,9035,-157,30,-960,03/03/2022 11:23:56
6438,-468,-1210,9590,326,40,-1116,03/03/2022 11:23:56
6439,-847,-569,10356,40,137,-1235,03/03/2022 11:23:56
6440,-550,1033,9724,135,20,-1181,03/03/2022 11:23:56
6441,-808,440,9418,114,-215,-1159,03/03/2022 11:23:56
6442,282,770,9135,174,-272,-1277,03/03/2022 11:23:56
6443,4771,2622,9810,221,160,-1531,03/03/2022 11:23:56
6444,2455,2091,11179,-49,11,-968,03/03/2022 11:23:56
6445,2545,1622,10810,285,-162,-769,03/03/2022 11:23:56
6446,3684,2009,10284,-15,-35,-786,03/03/2022 11:23:56
6447,5307,1737,10710,-65,5,-514,03/03/2022 11:23:56
6448,5010,1957,10480,-11,-139,-11,03/03/2022 11:23:56
6449,4766,1933,10088,-147,-107,228,03/03/2022 11:23:56
6450,4039,1488,9853,-60,-128,600,03/03/2022 11:23:56
6451,3393,1799,9614,-70,-139,774,03/03/2022 11:23:56
6452,3483,1402,9087,-55,-202,953,03/03/2022 11:23:56
6453,2699,1258,9126,101,-88,1135,03/03/2022 11:23:57
6454,1765,1555,9628,163,-12,1235,03/03/2022 11:23:57
6455,1689,1167,9628,87,-78,1237,03/03/2022 11:23:57
